age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
54,160.4,52.9,F,oui,bac,Corse,non,non,2,192.3,2292,veuf,1.0,0.09,574.7797217537943,1225.01,500.0
18,170.2,93.8,F,oui,master,Hauts-de-France,non,oui,1,267.1,4413,divorcé,2.5068201193520885,0.88,574.7797217537943,5306.473283539622,23586.21984120104
66,183.6,78.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,0,166.9,4075,veuf,2.5068201193520885,0.23,574.7797217537943,5000.0,29327.468801877967
54,167.3,72.5,F,non,bac+2,Corse,oui,non,1,259.4,500,marié,2.5068201193520885,0.23,574.7797217537943,633.96,500.0
64,181.9,73.9,H,oui,bac,Hauts-de-France,oui,oui,4,69.4,2527,veuf,2.5068201193520885,0.64,574.7797217537943,5000.0,6766.208142869146
18,176.4,61.0,F,non,doctorat,Hauts-de-France,oui,non,3,203.0,3125,veuf,2.5068201193520885,0.95,454.0,5306.473283539622,500.0
66,154.6,61.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,0,289.9,2629,veuf,2.5068201193520885,0.72,663.0,10000.0,500.0
39,165.8,68.7,H,oui,aucun,Hauts-de-France,oui,oui,2,337.8,4301,veuf,1.0,0.82,570.0,5000.0,6527.309924135625
38,179.0,90.4,F,non,bac,Auvergne-Rhône-Alpes,non,non,0,251.6,3880,veuf,3.0,0.61,574.7797217537943,5306.473283539622,500.0
40,167.7,75.0,H,oui,aucun,Normandie,oui,oui,1,220.2,3696,marié,2.5068201193520885,0.5,574.7797217537943,5306.473283539622,500.0
21,172.4,79.9,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,0,195.7,5297,veuf,2.0,0.91,574.7797217537943,5306.473283539622,500.0
48,174.3,73.1,F,non,bac+2,Île-de-France,oui,oui,1,270.1,2944,veuf,2.0,0.3,542.0,5000.0,4878.983510459015
20,172.1,90.3,F,oui,aucun,Occitanie,oui,non,0,201.5,1733,divorcé,2.5068201193520885,0.73,574.7797217537943,5000.0,500.0
71,173.3,59.0,F,non,bac,Hauts-de-France,oui,oui,2,252.7,500,célibataire,2.5068201193520885,0.42,329.0,5306.473283539622,500.0
24,168.4,81.5,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,0,116.2,500,veuf,3.0,0.68,578.0,5306.473283539622,9005.3984759165
70,168.4,55.6,H,non,bac,Île-de-France,non,oui,2,422.9,891,veuf,1.0,0.72,574.7797217537943,1262.05,4648.262954564732
67,169.7,43.4,H,non,aucun,Auvergne-Rhône-Alpes,non,non,0,201.8,3188,veuf,2.5068201193520885,0.55,718.0,10000.0,500.0
61,156.7,69.0,H,non,doctorat,Bretagne,non,non,1,159.6,3018,veuf,3.0,0.36,328.0,10000.0,500.0
29,188.3,58.7,H,non,doctorat,Île-de-France,non,oui,1,369.8,500,veuf,2.5068201193520885,0.82,464.0,5306.473283539622,17519.79086127057
63,187.3,43.5,H,non,master,Hauts-de-France,non,non,3,179.8,4921,veuf,4.0,0.12,574.7797217537943,10000.0,500.0
72,163.5,86.0,H,oui,aucun,Corse,non,oui,1,143.1,2369,veuf,4.0,0.7,574.7797217537943,1011.5,500.0
64,179.8,67.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,5,524.1,2309,veuf,2.5068201193520885,0.39,574.7797217537943,986.83,23004.85004339703
59,169.7,81.3,H,non,bac,Île-de-France,oui,non,2,432.7,4242,célibataire,3.0,0.78,849.0,5000.0,525.9216548946995
72,165.9,43.7,F,oui,aucun,Normandie,oui,oui,3,103.5,1279,veuf,2.5068201193520885,0.71,574.7797217537943,10000.0,500.0
18,171.1,68.0,H,oui,aucun,Occitanie,non,oui,-1,250.9,2803,veuf,2.0,0.25,574.7797217537943,5306.473283539622,5283.578467374318
40,160.9,69.1,H,oui,doctorat,Occitanie,oui,non,3,218.0,2497,divorcé,2.5068201193520885,0.19,574.7797217537943,5306.473283539622,500.0
35,177.0,64.8,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2,355.7,2794,veuf,2.5068201193520885,0.4,616.0,639.35,15204.45744031618
32,174.1,67.5,H,oui,bac,Bretagne,non,non,0,285.1,2945,veuf,2.5068201193520885,0.26,574.7797217537943,1164.09,500.0
63,174.2,45.3,F,non,aucun,Normandie,oui,non,1,176.3,4197,veuf,2.5068201193520885,0.35,492.0,10000.0,500.0
19,181.7,94.7,H,non,aucun,Occitanie,non,oui,2,255.2,3256,veuf,0.0,0.65,473.0,828.76,500.0
69,170.8,81.9,F,non,bac,Hauts-de-France,oui,oui,4,264.9,3717,veuf,2.0,0.56,574.7797217537943,10000.0,13170.559304605247
47,184.4,76.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,0,202.3,2983,veuf,2.5068201193520885,0.69,574.7797217537943,5000.0,23595.20348242246
70,172.3,87.9,F,non,doctorat,Bretagne,non,oui,1,421.4,2076,veuf,2.5068201193520885,0.7,574.7797217537943,5306.473283539622,22782.65101085786
67,162.0,71.4,H,oui,master,Corse,oui,oui,2,134.7,3439,veuf,0.0,0.06,361.0,10000.0,942.2444110939668
68,156.5,64.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2,38.9,686,célibataire,1.0,0.11,375.0,5000.0,12270.06665872613
56,161.9,76.6,H,non,aucun,Bretagne,oui,oui,2,186.0,3780,célibataire,3.0,0.5,502.0,5000.0,1147.9499177521698
66,171.9,52.5,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1,211.9,4590,célibataire,5.0,0.84,574.7797217537943,5306.473283539622,25361.899125577955
58,160.7,54.7,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,4,133.4,2960,divorcé,2.5068201193520885,0.67,574.7797217537943,5306.473283539622,12717.193538141437
44,181.0,79.2,H,oui,bac,Hauts-de-France,non,oui,4,48.3,3697,divorcé,2.5068201193520885,0.45,680.0,5000.0,35222.91761983653
45,172.6,74.9,F,non,bac,Corse,oui,non,1,252.1,1635,marié,2.5068201193520885,0.76,452.0,958.13,500.0
56,187.2,87.3,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1,201.4,1762,divorcé,2.0,0.04,574.7797217537943,913.01,8395.400810142952
45,169.5,52.3,H,non,aucun,Occitanie,oui,oui,1,307.4,743,veuf,4.0,0.63,713.0,10000.0,1991.076420631058
47,163.9,61.2,F,non,bac+2,Hauts-de-France,oui,oui,0,183.8,2914,célibataire,2.5068201193520885,0.46,809.0,5306.473283539622,500.0
65,157.5,61.3,F,non,master,Île-de-France,non,non,2,289.0,1040,veuf,2.5068201193520885,0.67,651.0,10000.0,500.0
60,173.6,90.8,H,oui,aucun,Corse,oui,oui,0,374.5,1427,veuf,2.5068201193520885,0.09,574.7797217537943,10000.0,500.0
65,172.9,69.0,F,oui,bac,Île-de-France,non,non,1,268.8,681,veuf,2.5068201193520885,0.25,394.0,5000.0,500.0
74,170.3,89.0,F,oui,doctorat,Occitanie,non,non,0,351.3,3300,marié,2.5068201193520885,0.89,574.7797217537943,5306.473283539622,753.6030929569296
52,154.6,78.0,F,non,bac+2,Occitanie,oui,oui,3,357.1,2175,veuf,2.0,0.95,649.0,5000.0,14002.865498517638
49,156.4,94.7,F,oui,master,Bretagne,non,oui,0,368.0,3484,veuf,2.5068201193520885,0.65,819.0,5000.0,17450.841622992128
22,170.9,94.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3,377.3,2106,célibataire,5.0,0.04,574.7797217537943,5000.0,24090.770841341116
19,160.2,57.3,H,oui,doctorat,Hauts-de-France,non,non,1,310.7,530,célibataire,2.5068201193520885,0.24,574.7797217537943,10000.0,500.0
59,176.7,55.7,F,oui,bac+2,Occitanie,oui,oui,5,93.7,5303,veuf,2.5068201193520885,0.38,574.7797217537943,385.13,26156.233451699125
56,165.2,94.1,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1,263.3,1714,marié,2.0,0.98,342.0,755.18,500.0
41,173.3,95.9,H,oui,bac+2,Bretagne,non,non,0,224.9,1302,divorcé,2.5068201193520885,0.06,574.7797217537943,5306.473283539622,500.0
60,162.9,45.2,H,oui,master,Auvergne-Rhône-Alpes,non,non,3,426.1,4205,célibataire,5.0,0.32,507.0,959.2,8633.339757804348
35,152.7,56.6,H,non,doctorat,Corse,oui,non,0,259.4,1337,veuf,2.5068201193520885,0.32,574.7797217537943,5306.473283539622,500.0
40,184.2,64.7,H,non,master,Auvergne-Rhône-Alpes,non,oui,2,317.4,1022,marié,2.0,0.83,574.7797217537943,1181.95,22176.96596468062
26,178.6,96.4,H,oui,aucun,Île-de-France,non,oui,2,215.4,2685,célibataire,2.5068201193520885,0.18,574.7797217537943,5306.473283539622,19568.24158699261
54,170.7,77.7,F,non,bac+2,Île-de-France,oui,non,2,200.2,2332,divorcé,0.0,0.38,574.7797217537943,5000.0,500.0
43,178.5,48.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2,232.5,1946,veuf,2.5068201193520885,0.27,805.0,5000.0,9420.317078132412
20,180.0,49.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,4,442.4,500,veuf,2.5068201193520885,0.63,787.0,10000.0,4127.01517045297
59,174.4,69.8,F,non,bac,Bretagne,non,non,0,225.3,1436,divorcé,2.5068201193520885,0.69,554.0,5306.473283539622,500.0
26,182.1,63.0,H,non,bac+2,Île-de-France,oui,non,4,224.1,3667,veuf,1.0,0.17,574.7797217537943,10000.0,500.0
57,165.2,71.6,F,oui,aucun,Occitanie,oui,non,1,251.4,3765,divorcé,3.0,0.29,574.7797217537943,5306.473283539622,500.0
59,170.6,76.0,F,oui,bac,Île-de-France,oui,oui,2,128.1,1640,veuf,4.0,0.45,574.7797217537943,10000.0,3720.305007666426
61,155.8,70.1,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,0,256.0,3974,divorcé,2.5068201193520885,0.84,574.7797217537943,5000.0,500.0
67,168.4,61.6,F,oui,aucun,Corse,oui,non,2,191.7,4633,veuf,2.5068201193520885,0.84,669.0,453.27,500.0
71,161.6,67.2,H,non,doctorat,Île-de-France,oui,oui,0,206.4,2077,veuf,5.0,0.43,496.0,5306.473283539622,6069.528722438526
72,159.5,59.3,F,non,aucun,Bretagne,non,oui,3,49.1,1408,marié,2.5068201193520885,0.73,574.7797217537943,5306.473283539622,500.0
74,158.5,66.9,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3,282.3,2456,veuf,2.0,0.09,574.7797217537943,5306.473283539622,9295.06139134704
50,178.9,59.3,F,non,bac,Île-de-France,oui,oui,1,250.4,4343,divorcé,2.5068201193520885,0.33,584.0,5306.473283539622,500.0
47,180.9,82.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3,354.7,3830,célibataire,2.5068201193520885,0.63,574.7797217537943,5306.473283539622,43459.373722936565
45,179.9,51.2,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,4,331.7,2778,veuf,2.5068201193520885,0.75,574.7797217537943,5306.473283539622,500.0
45,165.5,96.5,F,non,doctorat,Île-de-France,oui,oui,3,292.3,500,veuf,2.5068201193520885,0.16,574.7797217537943,5000.0,19071.53279373577
52,185.0,49.1,F,oui,doctorat,Hauts-de-France,non,oui,1,345.4,2380,célibataire,4.0,0.96,574.7797217537943,5306.473283539622,25969.31390156188
55,163.0,63.6,H,oui,bac,Hauts-de-France,non,oui,0,279.9,3773,veuf,2.0,0.56,574.7797217537943,5306.473283539622,500.0
26,177.0,52.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,0,343.3,3280,veuf,2.5068201193520885,0.16,671.0,1504.38,500.0
59,161.3,69.1,F,non,doctorat,Bretagne,non,non,1,322.2,1236,veuf,2.5068201193520885,0.27,641.0,148.64,500.0
45,170.3,66.8,H,non,bac,Normandie,oui,non,0,178.0,3700,veuf,2.5068201193520885,0.27,613.0,5306.473283539622,500.0
56,163.9,62.5,F,oui,aucun,Hauts-de-France,non,non,1,299.6,2556,veuf,0.0,0.21,322.0,5306.473283539622,500.0
60,150.1,61.5,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2,424.2,1498,marié,1.0,0.25,483.0,991.36,500.0
33,172.6,72.0,F,non,master,Bretagne,non,oui,1,122.7,3673,célibataire,3.0,0.59,604.0,5306.473283539622,15447.487891752608
46,170.3,70.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2,269.6,1517,veuf,2.0,0.21,574.7797217537943,871.75,33039.482262154605
56,168.4,59.2,H,non,bac,Occitanie,non,oui,2,148.3,942,divorcé,5.0,0.4,574.7797217537943,532.47,2814.291214417311
45,165.8,59.3,H,oui,bac,Hauts-de-France,non,non,5,264.2,3369,veuf,2.0,0.38,574.7797217537943,674.35,6485.522432905486
65,173.2,61.9,H,non,bac,Bretagne,oui,oui,2,463.0,1899,divorcé,2.5068201193520885,0.81,330.0,5000.0,500.0
57,165.5,69.9,F,non,bac,Hauts-de-France,non,oui,3,202.4,5511,marié,2.5068201193520885,0.95,574.7797217537943,5306.473283539622,18913.573182111923
53,172.4,69.9,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3,269.4,3152,marié,2.5068201193520885,0.46,574.7797217537943,827.65,29952.602703918248
71,163.0,95.4,F,non,aucun,Occitanie,non,oui,0,460.5,2437,célibataire,3.0,0.06,746.0,5000.0,500.0
38,152.1,57.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,1,321.1,1198,divorcé,0.0,0.26,485.0,5000.0,500.0
47,192.3,85.6,F,oui,aucun,Hauts-de-France,oui,oui,1,486.8,2760,veuf,2.5068201193520885,0.16,361.0,5000.0,500.0
58,160.8,98.6,H,non,master,Bretagne,oui,oui,0,414.7,1715,veuf,2.5068201193520885,0.9,544.0,10000.0,500.0
25,174.8,44.9,H,oui,master,Occitanie,oui,non,1,383.9,2751,célibataire,3.0,0.75,574.7797217537943,5000.0,500.0
20,164.8,74.7,H,non,bac,Hauts-de-France,non,oui,1,174.2,3878,veuf,2.5068201193520885,0.75,674.0,5000.0,11025.064543114582
38,166.5,101.3,F,non,bac+2,Bretagne,oui,non,1,240.6,3397,veuf,1.0,0.46,574.7797217537943,10000.0,500.0
56,174.5,66.0,F,non,bac+2,Corse,non,oui,2,360.8,2724,veuf,2.5068201193520885,0.38,574.7797217537943,5306.473283539622,2139.5957572864386
19,184.5,70.3,H,oui,aucun,Bretagne,non,non,2,316.7,3137,célibataire,2.5068201193520885,0.28,574.7797217537943,5000.0,500.0
48,164.1,69.5,F,non,aucun,Île-de-France,oui,non,3,134.6,2737,veuf,2.5068201193520885,0.76,574.7797217537943,5000.0,500.0
68,178.9,64.9,F,non,bac+2,Bretagne,oui,non,4,182.9,1302,marié,2.5068201193520885,0.01,436.0,582.62,500.0
61,176.1,66.9,H,non,bac,Normandie,non,oui,3,214.8,1962,veuf,2.5068201193520885,0.54,322.0,10000.0,8394.66324168909
50,174.0,65.4,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2,212.0,1676,veuf,2.5068201193520885,0.68,574.7797217537943,626.85,14916.872580013354
35,175.5,64.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,0,183.2,2233,veuf,2.5068201193520885,0.82,574.7797217537943,5306.473283539622,500.0
57,159.6,70.2,F,oui,doctorat,Hauts-de-France,oui,non,2,298.0,5478,divorcé,2.5068201193520885,0.94,685.0,5306.473283539622,3984.794741675325
28,169.5,56.1,H,oui,doctorat,Île-de-France,oui,oui,2,307.4,1656,veuf,3.0,0.97,574.7797217537943,809.32,26592.283270461885
61,164.3,67.2,H,oui,aucun,Corse,oui,oui,1,34.9,3914,veuf,5.0,0.98,574.7797217537943,10000.0,500.0
30,192.9,63.1,F,oui,master,Occitanie,non,oui,4,335.4,500,célibataire,3.0,0.93,574.7797217537943,713.09,22780.31709737975
25,185.6,73.0,H,non,doctorat,Normandie,oui,oui,3,345.8,2608,marié,3.0,0.91,574.7797217537943,744.13,11814.00760141825
38,165.3,67.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2,244.3,1177,veuf,5.0,0.34,373.0,5306.473283539622,500.0
63,167.1,84.3,F,oui,doctorat,Hauts-de-France,oui,non,2,330.4,3827,divorcé,1.0,0.78,574.7797217537943,5000.0,500.0
22,163.9,72.5,H,oui,master,Île-de-France,non,oui,1,317.0,2915,célibataire,0.0,0.96,574.7797217537943,5306.473283539622,34110.298298145535
46,168.4,78.3,F,non,bac+2,Hauts-de-France,oui,non,3,177.8,2841,divorcé,2.5068201193520885,0.06,670.0,5306.473283539622,500.0
21,163.7,60.5,F,oui,master,Auvergne-Rhône-Alpes,non,non,0,340.1,500,marié,2.5068201193520885,0.14,574.7797217537943,5000.0,500.0
20,162.6,84.9,F,oui,bac,Île-de-France,non,oui,0,120.0,2129,célibataire,2.0,0.61,574.7797217537943,5000.0,649.5630251954094
64,164.7,60.9,H,non,doctorat,Corse,non,non,1,322.3,2928,veuf,2.5068201193520885,0.01,574.7797217537943,10000.0,500.0
57,183.4,52.9,H,oui,aucun,Île-de-France,non,non,0,371.1,2195,marié,0.0,0.11,574.7797217537943,5306.473283539622,500.0
62,165.1,72.4,H,oui,doctorat,Normandie,non,non,2,216.3,2156,veuf,2.5068201193520885,0.68,574.7797217537943,622.11,500.0
66,164.0,79.9,H,non,bac,Corse,non,non,4,136.3,3982,divorcé,2.5068201193520885,0.67,574.7797217537943,5000.0,500.0
75,172.9,48.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,4,164.3,2069,veuf,2.5068201193520885,0.89,531.0,10000.0,15380.547695732232
65,172.0,100.3,F,non,master,Auvergne-Rhône-Alpes,oui,oui,0,175.0,4777,veuf,3.0,0.9,601.0,5306.473283539622,2241.440919642173
70,182.3,48.1,H,oui,bac,Auvergne-Rhône-Alpes,non,non,2,364.8,1979,marié,2.5068201193520885,0.24,401.0,5306.473283539622,500.0
56,171.8,63.0,F,non,doctorat,Normandie,oui,oui,2,174.7,2120,veuf,2.5068201193520885,0.8,680.0,577.02,14741.930027756887
73,169.4,75.9,F,non,master,Bretagne,oui,oui,2,386.5,2952,veuf,2.5068201193520885,0.74,574.7797217537943,5306.473283539622,6558.49125213323
74,171.0,76.9,H,non,aucun,Normandie,non,oui,2,202.5,2562,divorcé,2.5068201193520885,0.53,574.7797217537943,674.33,8257.496710422885
54,170.6,48.7,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3,376.4,2353,veuf,2.5068201193520885,0.17,432.0,5306.473283539622,27531.70478763513
54,178.8,65.0,H,oui,aucun,Corse,oui,non,2,301.6,1202,célibataire,1.0,0.86,547.0,885.46,500.0
30,161.9,93.9,H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,0,89.9,1829,marié,2.0,0.16,574.7797217537943,5000.0,500.0
31,166.2,70.5,F,non,bac,Corse,non,oui,3,356.0,2865,veuf,2.5068201193520885,0.06,754.0,586.19,5991.829927828809
30,176.2,67.8,F,oui,doctorat,Occitanie,oui,non,1,391.8,3887,divorcé,2.0,0.17,348.0,5306.473283539622,2229.452478450251
71,154.3,69.3,F,oui,aucun,Île-de-France,oui,oui,0,272.8,3537,marié,2.5068201193520885,0.22,574.7797217537943,5000.0,500.0
43,173.3,60.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3,298.6,2206,marié,0.0,0.41,722.0,5000.0,32273.14558335014
63,177.1,83.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3,346.2,2707,célibataire,2.5068201193520885,0.04,363.0,787.62,500.0
65,182.2,61.6,H,non,doctorat,Hauts-de-France,non,oui,2,288.1,500,marié,2.0,0.21,787.0,10000.0,29705.629787002348
40,170.3,53.0,F,non,bac,Normandie,oui,oui,2,266.6,2671,veuf,2.5068201193520885,0.55,563.0,5000.0,500.0
64,174.2,54.6,F,non,bac+2,Occitanie,non,oui,-1,313.9,3604,veuf,2.0,0.46,498.0,10000.0,500.0
54,176.5,89.1,F,oui,bac+2,Île-de-France,oui,oui,2,303.1,2914,marié,2.5068201193520885,0.66,574.7797217537943,10000.0,20264.661965661016
22,188.3,47.3,F,oui,aucun,Île-de-France,non,non,2,329.3,2714,veuf,5.0,0.28,574.7797217537943,5306.473283539622,500.0
65,167.8,93.6,F,non,master,Auvergne-Rhône-Alpes,non,oui,-4,297.6,2687,célibataire,3.0,0.36,574.7797217537943,5306.473283539622,500.0
64,175.2,73.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2,100.8,2241,marié,0.0,0.65,772.0,10000.0,14663.468950597158
54,171.1,64.3,H,non,bac+2,Corse,non,non,6,382.9,1755,marié,2.5068201193520885,0.03,558.0,5000.0,500.0
70,154.2,75.4,H,non,aucun,Hauts-de-France,oui,non,0,311.3,1879,marié,2.0,0.97,574.7797217537943,5306.473283539622,500.0
51,165.3,44.0,F,non,master,Normandie,non,non,3,192.4,1654,veuf,3.0,0.34,574.7797217537943,706.35,500.0
70,172.8,64.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1,216.4,3605,veuf,2.5068201193520885,0.97,574.7797217537943,10000.0,11827.099110473297
55,194.7,80.4,H,non,doctorat,Normandie,oui,non,2,323.6,3132,célibataire,2.5068201193520885,0.53,473.0,746.82,500.0
67,173.1,71.7,H,oui,master,Hauts-de-France,non,oui,2,224.6,1743,veuf,2.5068201193520885,0.3,483.0,5306.473283539622,26007.54931342834
